,config,data
259,"['weighted,empty,random']",15312.0
260,"['weighted,empty,random']",14120.0
261,"['weighted,empty,random']",29444.0
262,"['weighted,empty,random']",17972.0
263,"['weighted,empty,random']",28960.0
264,"['weighted,empty,random']",20180.0
265,"['weighted,empty,random']",32460.0
266,"['weighted,empty,random']",23232.0
267,"['weighted,empty,random']",32660.0
268,"['weighted,empty,random']",11828.0
269,"['weighted,empty,random']",17928.0
270,"['weighted,empty,random']",27196.0
271,"['weighted,empty,random']",12168.0
272,"['weighted,empty,random']",13972.0
273,"['weighted,empty,random']",15408.0
274,"['weighted,empty,random']",14440.0
275,"['weighted,empty,random']",15908.0
276,"['weighted,empty,random']",35756.0
277,"['weighted,empty,random']",36220.0
278,"['weighted,empty,random']",60036.0
279,"['weighted,empty,random']",35508.0
280,"['weighted,empty,random']",32116.0
281,"['weighted,empty,random']",15348.0
282,"['weighted,empty,random']",17744.0
283,"['weighted,empty,random']",14312.0
284,"['weighted,empty,random']",7528.0
285,"['weighted,empty,random']",27104.0
286,"['weighted,empty,random']",35352.0
287,"['weighted,empty,random']",25492.0
288,"['weighted,empty,random']",26932.0
289,"['weighted,empty,random']",22168.0
290,"['weighted,empty,random']",12812.0
291,"['weighted,empty,random']",15756.0
292,"['weighted,empty,random']",31220.0
293,"['weighted,empty,random']",71528.0
294,"['weighted,empty,random']",27280.0
295,"['weighted,empty,random']",11296.0
296,"['weighted,empty,random']",5876.0
297,"['weighted,empty,random']",28796.0
298,"['weighted,empty,random']",23516.0
299,"['weighted,empty,random']",31256.0
0,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12524.0
1,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17080.0
2,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20832.0
3,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16368.0
4,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",24224.0
5,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36484.0
6,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16444.0
7,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13116.0
8,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",55928.0
9,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17140.0
10,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",8936.0
11,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",26824.0
12,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28160.0
13,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13624.0
14,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",33788.0
15,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",56588.0
16,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",33252.0
17,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13804.0
18,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16432.0
19,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25808.0
20,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15520.0
21,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15468.0
22,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32428.0
23,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",67376.0
24,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",39260.0
25,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36004.0
26,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29260.0
27,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35696.0
28,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34776.0
29,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",6856.0
30,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27472.0
31,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27440.0
32,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25480.0
33,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32224.0
34,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16420.0
35,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20508.0
36,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7800.0
37,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",61120.0
38,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34556.0
39,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",30824.0
40,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",3820.0
41,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36236.0
42,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",54836.0
43,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28144.0
44,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18268.0
45,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27552.0
46,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32656.0
47,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36436.0
48,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29504.0
49,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18096.0
50,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",37028.0
51,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17160.0
52,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",26888.0
53,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13928.0
54,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16080.0
55,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",51404.0
56,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13708.0
57,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25020.0
58,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",22208.0
59,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",31632.0
60,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7088.0
61,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16344.0
62,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17964.0
63,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",71620.0
64,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20548.0
65,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25420.0
66,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",38100.0
67,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16216.0
68,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15192.0
69,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16996.0
70,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32356.0
71,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20580.0
72,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15772.0
73,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36444.0
74,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20188.0
75,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18524.0
76,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",52152.0
77,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18100.0
78,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14868.0
79,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",43312.0
80,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",38696.0
81,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32260.0
82,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18540.0
83,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17372.0
84,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34520.0
85,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15968.0
86,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16744.0
87,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34056.0
88,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32180.0
89,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",22748.0
90,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",8120.0
91,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17580.0
92,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35192.0
93,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",23260.0
94,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",30312.0
95,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",47392.0
96,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",9764.0
97,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14796.0
98,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16100.0
99,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",23184.0
100,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",45908.0
101,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12340.0
102,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12284.0
103,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17124.0
104,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16164.0
105,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36028.0
106,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",60308.0
107,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15556.0
108,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18132.0
109,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32124.0
110,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16464.0
111,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16588.0
112,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15532.0
113,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14988.0
114,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",8028.0
115,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16804.0
116,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36920.0
117,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12152.0
118,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",6240.0
119,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7316.0
120,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17256.0
121,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16108.0
122,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",60348.0
123,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16308.0
124,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",4152.0
125,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34860.0
126,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16960.0
127,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13404.0
128,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35772.0
129,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27504.0
130,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",8712.0
131,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",58644.0
132,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16052.0
133,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",56444.0
134,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32560.0
135,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29340.0
136,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34800.0
137,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29000.0
138,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32576.0
139,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",51992.0
140,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17008.0
141,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12124.0
142,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34020.0
143,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34252.0
144,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34864.0
145,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16028.0
146,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28456.0
147,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",18188.0
148,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7164.0
149,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32304.0
150,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16284.0
151,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",19436.0
152,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",34764.0
153,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15996.0
154,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36308.0
155,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16080.0
156,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",10004.0
157,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35740.0
158,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27152.0
159,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16792.0
160,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",19544.0
161,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",15660.0
162,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",24836.0
163,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",31900.0
164,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14316.0
165,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27008.0
166,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7840.0
167,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13536.0
168,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",35608.0
169,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7920.0
170,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14584.0
171,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32668.0
172,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",33128.0
173,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27432.0
174,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28320.0
175,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",24704.0
176,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",20948.0
177,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16372.0
178,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",29568.0
179,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36788.0
180,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",38256.0
181,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",13372.0
182,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36260.0
183,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",17548.0
184,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27416.0
185,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",10420.0
186,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",25600.0
187,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16300.0
188,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16392.0
189,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",16068.0
190,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",54896.0
191,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32444.0
192,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",27240.0
193,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36124.0
194,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",12832.0
195,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",14184.0
196,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",33912.0
197,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",7920.0
198,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",28596.0
199,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32432.0
200,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",32276.0
201,"['weighted', 'monoton', 'uniform', 'greedy', 'empty', 'random']",36156.0
